GeneID	perturbed	control	control
100506851	7	9	4
105377867	0	0	0
167691	71	110	103
112267857	2	8	6
83699	219	184	279
89758	0	0	0
107986614	0	0	0
6785	181	168	139
7272	966	1076	997
594	370	435	438
112267962	0	0	0
105377869	0	0	0
105377871	1	0	0
105377872	4	1	0
55603	126	153	160
105377873	0	3	0
101928770	0	0	0
102724168	59	48	61
107986617	35	28	37
25998	1739	2346	2163
105377874	0	0	0
105377875	8	7	5
7162	1716	1783	1802
105377876	0	0	0
105377877	0	0	0
90025	112	105	103
23033	227	280	273
5238	626	674	719
112611	125	114	112
4199	1862	1754	1931
167681	10	0	10
9892	43	29	34
105377879	0	0	0
134701	0	0	0
51167	465	564	464
107986618	1	0	0
112609	27	7	10
22832	137	125	144
107986621	0	0	0
107986620	0	0	0
107986619	0	0	0
105377880	0	0	0
9096	3	8	5
102724201	0	0	0
105377881	0	0	0
101928820	75	54	77
4907	9565	9127	8444
57231	1654	1697	1610
10492	6152	6222	6032
387066	2384	2337	2064
26799	3	8	6
692088	12	13	9
107986622	2	0	4
101928842	1	0	0
107986532	5	4	2
3354	0	0	0
112267964	0	0	0
1081	0	0	0
23036	369	377	441
375519	117	106	94
57150	64	96	148
206412	9	22	17
63914	5	5	8
154313	2	6	1
10559	318	356	294
57038	610	533	547
23595	628	673	581
55122	498	519	479
101928911	0	0	0
105377882	0	0	0
107986541	0	0	0
81833	0	0	0
1268	2	3	0
105377884	0	0	0
105377885	0	0	0
101928936	0	0	0
8732	514	561	558
10957	718	718	756
135293	1861	1977	1793
135295	120	129	151
101929004	31	27	30
2569	0	0	0
2570	5	14	8
51465	1810	2059	2032
58528	161	227	249
22881	209	239	234
105377889	0	0	0
105377887	24	23	27
57226	823	806	796
101929057	55	72	41
23195	1090	1364	1227
9994	613	685	666
84694	0	0	0
60468	11	10	15
105377890	0	0	0
105377891	0	0	0
100616109	0	0	0
6885	1004	939	1027
107986623	0	0	0
105377893	0	0	0
107986624	0	0	0
100616174	0	0	0
101929083	0	0	0
105377894	0	0	0
107986625	7	8	15
105377896	266	346	342
102724665	0	0	0
107986533	43	24	45
105377897	0	0	0
2045	0	1	0
105377899	0	0	0
643432	0	0	0
105377901	0	0	0
101927288	10	3	9
79694	399	481	426
107986543	0	0	0
107986626	0	0	0
10690	0	0	0
105377905	0	0	0
100861530	18	24	15
23376	621	678	600
9457	0	0	0
105377908	14	19	24
81491	171	202	176
29078	384	333	366
114792	61	105	78
253714	407	561	491
101927314	0	3	0
105377909	0	0	0
107986627	0	0	0
100302164	0	0	0
105377910	0	0	0
105447646	0	0	0
5454	6	2	1
26235	440	445	450
100616347	0	0	0
84553	116	163	155
51805	219	189	202
25957	1870	1937	1953
101927365	77	72	69
100130890	138	147	149
85015	381	437	390
892	1290	1399	1231
59336	141	116	117
84539	0	0	0
728012	2	1	0
105377911	37	28	29
6492	0	0	0
102724406	0	0	0
10973	1434	1564	1568
107984041	1	1	4
2898	0	0	0
101927388	0	0	0
105377913	0	0	0
105377916	0	0	0
105377917	0	0	0
102724443	0	0	0
105377918	0	0	0
57531	306	286	289
100113403	0	0	0
389421	7	2	2
11149	347	408	343
154442	15	15	5
64208	982	890	799
105377920	23	32	24
5550	660	603	664
105377921	3	0	0
105377922	0	0	0
105377923	0	0	0
639	15	11	12
9474	360	329	395
202	1928	1874	1988
105377924	0	0	0
101927405	0	0	0
84816	297	271	288
55278	658	684	742
105377926	0	0	0
105377927	0	0	0
100422737	0	0	4
693172	0	0	0
105377928	0	0	0
100133941	6059	6176	6021
51250	126	126	167
57673	220	200	281
57107	436	432	497
55084	31	40	37
256380	0	0	0
11231	1866	1976	1907
105377929	4	2	2
28962	743	781	706
100287366	0	0	0
7101	18	31	9
8724	1763	1563	1683
246269	112	114	110
105377932	0	0	1
2309	641	714	717
107986629	1	1	2
387111	0	1	0
84071	23	17	15
101929716	0	0	0
27244	95	94	108
285753	380	513	443
221262	118	149	166
101927538	3	2	6
8763	3485	3632	3487
285755	33	24	32
6610	166	124	125
64780	535	527	514
9841	389	386	353
105377935	0	0	1
221264	70	59	60
9896	423	433	399
107986630	10	3	3
2830	0	0	0
107986631	0	0	0
8936	548	605	604
51362	652	743	653
728464	0	1	5
105377937	0	1	0
102724586	0	0	0
8528	0	0	0
105377936	0	0	0
85413	0	0	0
105377938	0	0	0
105377940	0	1	2
105377939	1	1	0
105377941	0	0	0
23097	327	393	426
262	2365	2408	2378
109616968	0	0	0
112495	1444	1378	1277
84154	677	760	747
442245	1	0	0
117247	24	32	31
109623478	0	0	0
107986521	1	1	4
91749	70	48	76
5980	654	733	792
643749	41	45	50
107986522	0	0	0
10758	353	378	415
105377944	0	0	0
2534	69	59	87
105377945	13	9	20
102724646	4	2	2
105377946	0	0	0
105377947	0	0	0
8838	8	14	11
51175	263	367	340
619208	88	96	63
3910	5	0	0
107986633	0	0	1
101927640	0	0	0
107986632	0	0	2
442247	0	0	0
101927664	0	0	0
105377949	0	0	0
107986634	0	0	0
105377950	6	13	9
107986635	1	4	2
105377951	0	5	0
107986636	1	0	1
105377952	0	0	0
105377956	0	0	0
105377953	1	0	0
105377955	0	0	0
107986637	0	0	0
105377957	0	0	0
101927686	0	0	0
4082	162	214	183
285758	1	0	1
285759	0	0	0
3066	2450	2543	2346
101927768	20	51	11
222537	29	27	39
107986638	3	0	1
105377959	0	0	0
107986639	0	0	0
105377960	0	0	0
105377961	0	0	0
105377962	0	0	0
2444	311	257	265
728402	1	2	3
221294	649	589	608
1300	12	4	6
23270	557	545	508
29940	2363	2041	2181
112267965	11	21	5
7259	1493	1353	1393
100287467	89	93	83
441168	1	4	1
100128327	0	0	0
254228	0	5	3
221301	3	3	1
51389	546	505	499
345895	0	10	11
221302	271	299	265
3841	301	356	296
221303	3	3	9
105377963	0	0	0
222545	0	0	0
222546	0	0	0
105377964	0	0	0
245806	0	0	0
6098	0	3	0
285761	368	312	285
57120	766	911	860
101927919	14	11	20
116150	1146	1098	1050
222553	7	3	0
105377967	0	0	0
107986523	0	0	0
387119	108	113	135
105377971	0	2	0
23629	0	0	0
5350	0	0	0
107986524	0	0	0
100287632	0	0	0
254394	146	196	180
25842	781	668	725
79632	162	232	193
693128	0	0	0
4121	230	275	254
107986526	0	0	0
285762	0	0	0
105377973	0	0	0
107986525	0	0	0
105377975	0	0	1
105377972	0	0	0
100422951	0	0	0
105377977	1	3	1
221322	134	116	151
2697	449	280	261
105377979	0	0	0
105377978	0	0	0
3298	304	380	285
57515	2048	2156	2039
5570	24	56	43
112267966	0	0	0
2173	0	0	0
10924	154	145	81
134829	0	0	0
10345	0	0	0
105377984	0	0	0
101927990	0	0	0
105377982	0	0	0
105377981	0	0	0
154215	0	0	4
7955	11	20	19
154214	313	287	296
7164	397	503	413
100126584	2	0	1
51020	943	882	896
107986640	0	0	0
102723341	0	0	0
105377986	0	0	0
643623	0	0	0
23493	6	22	9
100189269	0	0	0
135112	989	1596	1668
104355145	0	2	0
135114	495	660	646
60487	434	484	367
101928096	6	5	0
387103	261	264	201
693173	0	0	0
105377992	0	1	4
105377993	2	0	3
105377991	0	0	0
105377989	0	0	0
84870	13	94	89
112267972	0	0	0
81847	719	797	792
55862	994	878	911
105377994	1	0	0
107986641	3	1	4
387104	96	101	116
9729	54	55	64
107986642	7	12	12
352999	0	1	2
105377995	0	0	0
105377996	0	0	0
105377997	0	0	0
112267973	0	0	0
387357	0	0	0
5796	805	803	811
101928140	50	40	46
105377998	0	0	0
3908	39	31	52
102723409	5	1	7
93663	507	444	444
253582	0	0	0
105377999	0	0	0
84456	166	162	167
105378000	0	0	0
154075	18	15	9
112267974	0	0	0
114801	2	0	4
105378002	0	0	0
105378003	0	0	0
100507203	1	0	1
2037	4045	3643	3564
105378004	0	0	0
102723445	0	0	0
9465	92	78	73
107986643	0	0	0
105378005	0	0	0
383	4	0	0
9439	584	541	548
5169	5	1	5
79541	17	15	21
643854	62	69	47
100616455	0	0	0
5167	349	279	328
1490	245	220	248
100616191	0	0	0
100507254	0	0	0
26002	123	96	131
8417	751	911	770
134860	0	0	0
83551	0	0	0
319100	0	0	0
9038	0	0	0
9288	0	0	0
9287	0	0	0
134864	0	0	0
8876	6	8	6
55350	0	0	0
8875	0	1	0
116843	396	357	378
107986644	0	3	0
6206	10399	9281	8597
594837	30	20	17
594838	16	5	12
594839	38	14	29
105378008	0	0	0
285735	0	0	0
2070	36	51	56
100507308	201	152	162
154089	26	30	11
6943	5	3	1
9519	275	276	227
154091	46	50	40
387065	0	0	0
6446	62	62	83
107986646	0	0	0
105378009	0	0	0
101928231	0	0	0
154092	0	0	0
101928304	0	0	1
101928277	0	0	0
64577	5	3	8
10767	1148	1235	1289
100500880	0	0	2
105378010	0	0	0
4602	98	60	91
105378011	7	5	4
693126	0	0	0
54806	358	366	386
100131814	7	3	4
105378013	0	0	0
105378012	0	0	0
101928326	0	0	0
27115	0	0	0
101928373	0	0	0
644135	0	0	0
113115	180	171	192
9774	2477	2274	2257
9053	150	169	142
4217	425	378	365
101928461	8	1	5
101928429	0	0	0
5191	131	138	122
340146	0	0	0
100294720	0	0	0
53832	8	6	1
116379	0	0	2
3459	485	473	452
105378017	0	0	0
107986544	0	0	0
102723633	0	0	0
167826	0	0	0
102723649	0	0	0
105378018	0	0	0
100507406	0	0	0
100130476	23	26	37
107986649	69	73	68
7128	2002	2266	2098
105378020	0	0	0
107986545	0	0	0
105378021	0	0	0
64065	1892	1999	1960
57221	584	507	578
59351	0	0	2
110806279	0	0	0
23593	365	398	415
57224	384	289	363
100423001	0	0	1
441172	93	75	75
100507462	9	3	10
25901	124	146	179
345930	6	3	1
107986650	0	0	0
85021	798	776	800
58527	612	557	506
51696	221	242	210
167838	0	3	2
102723690	0	0	0
10370	365	837	872
107986651	0	0	0
645434	0	0	0
105378023	0	0	0
105378024	0	0	0
100132735	0	0	0
100507477	0	0	0
103352541	0	0	0
107986652	0	0	0
105378025	0	0	0
100500879	0	0	0
105378027	0	0	0
105378026	0	0	0
100616180	0	0	0
107986653	0	0	0
102723724	16	3	9
105378029	8	19	11
105378030	0	0	0
105378031	0	0	0
107986654	0	0	0
4829	2	0	0
100126572	0	0	0
51534	945	877	851
105378032	0	1	0
57211	6105	7840	7315
153910	0	2	2
3097	741	866	846
107986655	5	11	15
100507489	3	7	2
51390	614	635	580
107986656	6	9	4
134637	448	447	450
8504	245	319	354
2519	1948	1894	2082
105378035	26	18	26
285740	0	0	0
9749	815	820	747
84946	822	903	767
153918	0	0	0
5325	659	597	601
57061	20	16	18
83443	1050	910	852
105378036	0	0	0
8676	12	14	35
100189313	0	0	0
7402	1232	1416	1481
106635530	0	0	1
100189422	0	0	0
7957	129	123	143
100507557	51	72	58
105378039	2	0	1
84085	758	854	764
257218	322	339	357
2911	2	4	4
10981	473	473	460
101928661	0	0	0
79747	0	0	0
105378041	0	0	0
105378040	0	0	0
729176	33	23	19
729178	27	41	22
106182249	0	0	0
134957	910	1057	1023
105378043	0	0	0
389432	346	304	302
105378044	0	0	0
23328	606	592	571
10090	50	78	80
107986659	0	0	0
100128176	4	5	4
105378047	4	1	1
105378046	0	0	0
23118	1062	1150	1100
105378049	0	0	0
387082	0	0	2
340152	1	16	4
85313	720	804	766
116254	737	751	641
645958	16	19	25
11104	288	367	309
9113	600	656	658
105378050	0	1	0
645967	7	11	13
348995	1143	1186	1230
5110	1843	1560	1609
107986660	1	1	9
84918	786	834	735
100652739	50	38	44
135250	44	37	44
353091	21	26	15
105378052	0	0	0
80328	93	100	67
80329	222	369	365
646024	12	25	23
154064	9	2	6
79465	164	144	161
81706	93	84	49
105378054	0	0	0
389434	0	0	0
57480	104	92	66
25902	817	833	760
113219461	0	0	0
102723831	0	0	0
9590	2871	3300	3009
57621	644	706	651
55005	260	288	272
79624	762	770	707
80129	0	4	4
107986528	0	0	0
2099	6	4	1
107986529	0	0	0
23345	507	665	626
100505475	1	5	4
105378061	0	0	0
80177	0	2	0
7432	0	1	2
105378065	0	0	0
26271	625	575	549
54516	872	759	786
26575	308	332	327
105378066	0	0	0
107986661	0	0	0
4988	0	0	0
26034	0	0	0
105378067	0	0	0
154043	200	230	237
101928868	23	29	22
22828	904	889	913
100422821	0	0	0
26230	31	57	53
51106	280	284	289
49861	2	5	7
50508	0	0	0
105378068	0	0	0
105378069	0	0	0
105378072	0	0	0
101928923	0	0	0
100302259	0	0	0
105378071	0	0	0
107986662	0	0	0
109617011	0	0	0
105378073	0	0	0
57492	944	989	882
115308161	13	21	14
100616154	0	0	0
105378075	1	0	0
729515	214	218	220
112267967	6	0	0
105378076	0	3	0
79683	399	358	402
100500899	0	0	0
105378077	5	8	6
107986663	0	0	0
51429	1408	1577	1481
105378078	0	0	0
8871	1998	1764	1660
100874300	0	0	0
84947	192	189	173
404672	540	492	454
56995	314	337	316
109623462	0	0	0
57583	1173	1154	1158
102465694	6	3	2
6993	699	686	648
94120	386	354	349
100500851	1	5	1
7430	5797	5558	5740
101409257	274	306	239
202459	0	5	8
100130967	8	19	5
83861	317	337	356
105378083	17	17	14
117289	7	5	5
107986664	0	0	1
112267968	0	4	2
101929122	0	0	1
84624	11	21	15
105378084	0	0	0
102724053	0	0	0
101929142	1	0	0
105378085	0	1	4
6648	6714	5373	5939
9589	1352	1238	1273
100129518	281	238	212
39	3013	2719	2664
6950	5096	5236	5046
677806	10	5	4
677812	3	2	8
29074	1249	1237	1268
154197	0	2	2
4142	0	0	0
3482	4756	5314	5246
100271873	0	0	0
729603	13	34	21
6580	9	7	12
6582	0	0	0
105378088	0	0	0
6581	195	220	174
80350	34	35	10
4018	0	0	0
5340	0	0	0
105378091	0	0	0
112267969	0	0	0
105378093	0	0	0
102724087	0	0	0
4216	443	521	518
56895	80	71	71
79992	8	1	11
105378094	0	0	0
5071	0	0	0
105378098	0	0	0
105378097	0	0	0
105369171	0	0	0
135138	3	0	2
101929239	0	0	0
729658	0	0	0
105378095	0	0	0
285796	0	0	0
401282	0	0	0
105378099	0	0	0
105378100	0	0	0
100526820	5	10	7
9444	1645	1793	1768
102724152	0	0	0
107986666	0	0	0
105378105	0	0	0
105378104	0	0	0
105378102	0	0	0
105378106	0	0	0
105378110	0	0	0
105378109	0	0	0
105379712	0	0	0
107986667	0	0	0
105378111	0	0	0
168090	0	0	0
105378113	0	0	0
10846	0	0	0
105378116	0	0	0
105378115	0	0	0
105378114	0	0	0
90632	0	0	0
441177	0	0	0
105378117	0	0	0
729681	0	0	0
6862	0	0	0
101929297	0	0	0
107986668	0	0	0
105378118	0	0	0
285800	25	19	17
107986669	9	6	25
113402	653	647	627
100289495	35	41	50
51660	70	78	55
6196	1242	1419	1487
100874353	4	4	14
100302141	0	0	0
107986671	0	1	0
100861523	0	0	0
8635	194	176	185
105378120	11	31	19
100500857	0	0	0
11116	444	516	463
1235	0	0	0
105378122	0	0	2
107986672	0	0	0
112267970	0	0	0
401285	0	0	0
2853	0	0	0
105378123	0	0	0
112590798	0	0	0
102724220	0	0	0
102725048	0	0	0
54346	0	0	0
83887	2	2	4
6953	0	0	0
105378126	0	0	0
105378127	0	0	0
105378128	0	0	0
107986546	0	0	0
105378129	0	0	0
105378130	0	0	0
105378131	0	0	0
401286	0	0	0
441178	0	0	0
105378132	0	0	0
107986547	0	0	0
26238	2	1	2
441179	0	1	2
653483	12	8	9
4301	2761	2906	2765
107986673	5	1	0
100128124	0	0	0
100505879	0	0	0
3834	0	0	1
105378135	0	0	0
79981	0	0	0
107986548	0	0	0
105378137	0	0	0
101929420	0	0	0
168002	0	0	0
105378138	0	0	0
105378139	0	0	0
107986549	0	0	0
105378140	0	0	0
105378141	0	0	0
64094	0	0	0
105378142	0	0	1
105378143	0	0	0
107986550	0	0	0
105378144	0	0	0
107986551	0	0	0
105378146	0	0	0
105378145	0	0	0
101929460	0	0	0
102724357	0	0	0
101929484	6	4	2
101929504	2	0	0
101929523	18	19	20
7058	14	33	41
105378148	2	2	1
105378147	0	1	0
253769	470	503	527
387263	648	754	672
55274	690	758	705
6991	14	29	50
55780	567	399	400
401288	10	10	10
80069	8	10	1
105378149	0	0	0
107986674	0	0	0
107986675	0	0	0
100131532	0	0	0
102724475	0	0	0
105378150	0	0	0
101929614	0	4	0
105378153	0	0	0
102724511	0	0	0
154449	0	0	0
285804	0	1	0
401289	0	0	4
28514	0	0	2
84498	483	375	462
112267971	3	0	2
100616430	0	0	0
107986676	16	5	4
105378161	0	0	0
105378157	0	0	0
5689	3111	3058	2882
6908	321	379	328
5134	1333	1251	1172
107986677	2	4	0
107986678	0	0	0
101929692	2	1	0
102723872	10	16	11
105375112	2	0	2
107986751	0	3	0
105375113	0	0	0
101929756	0	0	0
105375114	0	0	0
102723672	33	39	27
100507642	12	3	6
105375115	0	0	0
105375116	0	0	0
56975	334	337	335
100288524	0	0	0
105375118	4	5	0
442497	5	0	4
5154	93	79	102
441307	5	11	5
5575	753	647	644
101927000	1	0	0
101926963	2	9	2
105375119	7	5	6
54919	1239	1231	1170
23353	2281	2566	2278
51608	815	715	631
11033	13	5	20
90639	463	521	533
84310	857	707	756
54905	11	9	0
442907	0	4	0
115330	21	9	18
107986755	2	1	0
105375120	2	6	11
2852	8	8	4
102723758	0	0	0
90637	372	373	345
101927021	111	139	137
340260	0	0	0
79778	499	409	398
107986756	2	9	3
26173	2646	2896	2602
7975	1027	1176	1142
100128653	58	47	58
202915	605	647	578
84262	701	709	661
114796	118	101	151
105375122	0	0	0
105375123	0	1	2
260341	0	2	1
107986757	0	0	0
392617	6	4	15
401296	0	0	0
105375124	2	1	5
101927125	11	9	9
8379	365	433	461
105375128	2	1	0
100127955	0	1	0
100616160	0	1	0
109623488	0	0	0
105375127	38	25	16
105375126	19	12	15
29960	970	926	1049
4521	452	390	394
29886	889	805	803
102465503	1	0	0
8662	7291	7083	6950
55501	438	367	445
402635	0	1	0
107986758	0	0	0
107986759	0	0	0
3955	6	2	4
100616116	0	0	0
221927	636	668	654
23288	452	484	489
107986760	2	4	6
80727	1063	1044	1075
155185	5	4	3
2768	2664	2622	2610
84433	357	247	226
101927256	0	0	0
107986761	0	0	0
105375130	0	2	0
100129603	0	0	0
105375132	0	0	0
221935	223	267	235
105375131	2	3	7
105375133	0	0	0
221937	846	787	827
9907	607	558	546
100616465	0	0	0
55698	127	115	136
109623455	0	0	0
56903	1	0	0
221938	0	0	0
441191	456	392	347
100533952	20	25	30
57786	437	482	481
389458	5	7	2
645700	11	17	20
26100	1246	1205	1266
222962	89	85	87
84629	3812	3880	3850
100129484	28	61	32
80028	937	863	822
693174	10	1	2
221946	2	8	0
60	64833	53808	60476
6624	3931	3380	3564
107986762	315	286	326
54476	1514	1629	1589
100874342	0	0	0
102466203	0	0	0
401303	91	79	108
654231	0	0	0
51622	1060	1133	1077
107986694	173	177	183
222967	0	1	4
5395	705	766	796
7965	794	742	736
109616999	3	2	1
27102	3131	3353	3332
100310846	30	34	17
84132	416	452	401
9265	1105	1133	1217
84792	457	546	536
5879	7138	6826	7047
221955	425	528	425
11014	3919	3992	4044
392862	19	5	6
101927325	5	9	18
55146	974	1022	917
79034	313	318	235
54753	14	8	7
100131017	707	665	669
7559	433	554	533
441194	205	254	305
728194	4	3	5
221960	961	1131	1030
107986696	136	133	145
112267992	0	0	0
107986763	0	0	0
105375138	0	0	0
100500886	0	0	0
100131257	0	0	0
56913	1264	1296	1291
101927354	4	2	6
340267	60	53	55
107986764	0	0	0
101927391	38	39	47
54468	695	733	620
6119	725	751	630
729852	328	363	342
105379719	2	0	0
100505921	9	8	5
113263	267	229	219
105375142	0	0	0
3382	434	427	465
100505938	38	47	44
30010	0	0	0
105375144	0	1	0
168741	0	0	0
105375145	0	0	0
105375148	0	0	0
105375147	0	0	0
105375146	0	0	0
105375149	0	0	0
105375150	0	0	0
79150	1	0	2
107986766	0	0	0
100131472	0	0	0
4697	2043	2032	1959
107986767	1	5	3
9678	1338	1373	1429
107986697	1	0	2
105375153	3	1	0
221981	1	1	0
105375151	0	0	0
54664	1455	1648	1476
221806	199	204	258
105375154	12	12	4
105375155	0	0	0
105375156	1	0	3
102725191	10	20	8
107986769	0	3	3
85477	16	16	13
107986768	0	0	0
105375157	0	0	0
10124	492	521	475
105375158	0	0	0
107986770	0	0	0
105375161	0	0	0
2115	8	6	3
105375162	0	0	0
1607	0	3	0
105375164	0	0	0
392636	0	0	0
4223	0	0	0
105375166	0	0	0
101927524	0	0	0
101927558	0	0	0
105375167	0	0	0
729920	65	66	78
100506025	0	3	2
25928	0	0	0
105375168	1	6	1
100506049	0	0	0
57037	399	531	403
105375169	25	34	43
28969	1939	1977	1875
27075	664	618	660
10551	0	0	0
155465	0	0	0
105375170	1	0	0
107986772	0	0	0
101927609	8	7	7
196	484	549	474
105375171	0	0	2
102659288	0	0	0
105375172	1	4	5
101927630	0	0	0
23161	946	1050	873
221823	0	0	0
9734	48	49	55
100302140	0	0	0
107986698	0	2	0
105375176	0	0	0
7291	0	0	0
222894	0	0	0
107986773	0	0	0
105375179	0	0	0
105375180	0	0	0
221830	905	929	772
100422967	0	0	0
256130	0	0	0
107986774	0	0	0
105379720	0	0	0
101927668	0	1	0
105375181	0	0	0
346389	7	11	6
100874041	0	0	0
100506098	1	1	4
101927769	0	0	0
101927811	0	0	1
3696	7	11	16
340273	0	0	0
221833	0	0	1
222901	5	3	7
104355138	0	0	0
6671	327	457	323
100302122	0	0	0
8701	146	130	120
105375183	0	0	0
107986775	0	4	0
55536	818	727	663
102724143	11	14	4
9771	183	207	271
105375184	0	0	0
256227	145	87	90
100506178	97	75	76
401312	0	3	1
541472	58	37	68
3569	84	102	119
54543	1572	1549	1574
112267993	10	4	2
109729180	72	32	44
692210	10	5	4
107986776	2	0	1
84668	1257	1507	1405
105375185	0	0	0
105375186	0	0	0
100775104	16	9	10
55975	554	593	666
11097	718	629	669
101927890	0	0	0
10457	31	55	36
115416	661	583	544
10643	543	512	545
109616981	0	0	0
256355	1	0	0
29896	1316	1371	1365
1197	2	2	0
105375187	0	0	0
90693	170	212	170
340277	96	155	167
56164	178	240	213
105375188	0	1	0
107986777	0	0	0
4852	0	1	1
107986778	0	0	0
51678	1013	950	1036
1687	379	329	318
107986779	3	1	1
26031	1338	1299	1380
54205	5731	5715	5391
136895	112	112	116
105375191	0	0	0
64111	0	0	0
105375193	0	0	0
105375195	0	0	0
105375194	0	0	0
105375196	0	0	0
646588	0	0	0
100506236	0	0	0
105375199	0	0	0
105375200	0	0	0
406940	0	0	0
105375198	0	0	0
9603	1393	1429	1393
3181	32072	31847	30932
11335	5992	5707	5398
29887	857	884	929
105375304	83	84	71
441204	12	16	23
105375202	0	0	0
9808	0	0	0
100506289	6	0	6
101928077	4	1	9
285941	2	0	1
8935	1642	1933	1977
3198	261	287	331
100506311	218	306	282
3199	38	59	46
3200	253	295	298
